title,price,district,town,main category,sub category,Brand,Model year,Condition,Transmission,Model,Body type,Fuel type,Engine capacity,Mileage
Honda CIVIC FD1 2006,"3,250,000",Colombo,Maharagama,Cars & Vehicles,Cars,Honda,2006,Used,Automatic,CIVIC FD1,,Petrol,"1,790 ","90,000 "
Isuzu NKR 1983,"1,106,250",Ratnapura,Ratnapura,Cars & Vehicles,"Vans, Buses & Lorries",Isuzu,1983,Used,,NKR,,,,"400,000 "
Bajaj pulsar 150 BCS 2015,"75,000",Kalutara,Kalutara,Cars & Vehicles,Motorbikes & Scooters,Bajaj,2015,Used,,pulsar 150 BCS 2015,,,150 ,"15,629 "
Yamaha FZ S BBU 2015,"288,000",Kalutara,Kalutara,Cars & Vehicles,Motorbikes & Scooters,Yamaha,2015,Used,,yamaha FZ S BBU,,,153 ,"18,565 "
Suzuki Swift Jeep 2003,"2,200,000",Kurunegala,Kuliyapitiya,Cars & Vehicles,Cars,Suzuki,2003,Used,Automatic,Swift Jeep,,Petrol,"1,320 ","115,000 "
Bajaj pulsar 180 BDY 2016,"95,000",Kalutara,Kalutara,Cars & Vehicles,Motorbikes & Scooters,Bajaj,2016,Used,,pulsar 180 BDY 2016,,,180 ,"16,852 "
Nissan Vanette 2003,"3,175,000",Gampaha,Gampaha,Cars & Vehicles,"Vans, Buses & Lorries",Nissan,2003,Used,,Vanette,,,,"120,000 "
Toyota Prius 2010,"4,050,000",Kandy,Kandy,Cars & Vehicles,Cars,Toyota,2010,Used,Automatic,Prius,,Petrol,"1,800 ","85,000 "
Honda DIO 2017,"195,000",Moneragala,Wellawaya,Cars & Vehicles,Motorbikes & Scooters,Honda,2017,Used,,DIO,,,110 ,"13,800 "
Kenwood 616BT Toyota VITZ 2016/7/8,"45,000",Colombo,Nugegoda,Cars & Vehicles,Auto Parts & Accessories,,,New,,,,,,
Hornet 180/55 17 Rear Tyre,"15,500",Kurunegala,Kurunegala,Cars & Vehicles,Auto Parts & Accessories,,,New,,,,,,
Toyota Dolphin 113 GL 1995,"4,250,000",Kurunegala,Kurunegala,Cars & Vehicles,"Vans, Buses & Lorries",Toyota,1995,Used,,Dolphin 113 GL,,,,"280,000 "
Allowheel thaw 5. ;inches 14,"17,000",Gampaha,Kandana,Cars & Vehicles,Auto Parts & Accessories,,,Used,,,,,,
Four tyres with alloy wheel (Toyota),"22,000",Kalutara,Horana,Cars & Vehicles,Auto Parts & Accessories,,,Used,,,,,,
Suzuki WAGON R FX SAFETY 2018,"3,025,000",Gampaha,Gampaha,Cars & Vehicles,Cars,Suzuki,2018,New,Automatic,WAGON R  FX SAFETY,Hatchback,"Petrol, Other fuel type",660 ,0 
Hero dawn 2015,"98,000",Colombo,Wellampitiya,Cars & Vehicles,Motorbikes & Scooters,Hero,2015,Used,,Hero dawn,,,100 ,"13,000 "
Tata SFC 407 city rider 2005,"1,025,000",Matale,Galewela,Cars & Vehicles,"Vans, Buses & Lorries",Tata,2005,Used,,SFC 407 city rider,,,,"128,000 "
Three Wheeler,"60,000",Ratnapura,Ratnapura,Cars & Vehicles,Three Wheelers,,,Used,,,,,,
Micro panda 2015,"1,695,000",Kurunegala,Kurunegala,Cars & Vehicles,Cars,Micro,2015,Used,Manual,panda,Hatchback,Petrol,"1,000 ","10,500 "
Montero 2010-2015 Kenwood 616BT,"45,000",Colombo,Nugegoda,Cars & Vehicles,Auto Parts & Accessories,,,New,,,,,,
Micro Panda 2015,"1,465,000",Colombo,Kesbewa,Cars & Vehicles,Cars,Micro,2015,Used,Manual,Panda,Hatchback,Petrol,"1,000 ","50,000 "
Bajaj Avenger 180 MQ 2006,"110,000",Galle,Elpitiya,Cars & Vehicles,Motorbikes & Scooters,Bajaj,2006,Used,,Avenger 180 MQ,,,180 ,"45,600 "
Suzuki ALTO 2015,"1,795,000",Kurunegala,Kurunegala,Cars & Vehicles,Cars,Suzuki,2015,Used,Manual,ALTO,,Petrol,800 ,"26,500 "
VIDEO CARDVR CAR,"7,250",Colombo,Colombo 7,Cars & Vehicles,Auto Parts & Accessories,,,New,,,,,,
Mazda bongo lorry 1996,"1,300,000",Kegalle,Mawanella,Cars & Vehicles,"Vans, Buses & Lorries",Mazda,1996,Used,,bongo lorry,,,,"100,000 "
RENAULT KWID DOOR VISOR,"1,300",Colombo,Colombo 8,Cars & Vehicles,Auto Parts & Accessories,,,New,,,,,,
Toyota Liteace lorry 1995,"1,275,000",Kegalle,Mawanella,Cars & Vehicles,"Vans, Buses & Lorries",Toyota,1995,Used,,Liteace lorry,,,,"100,000 "
L300 Radiator (petrol) 2core,"24,750",Gampaha,Wattala,Cars & Vehicles,Auto Parts & Accessories,,,Reconditioned,,,,,,
FM CAR STEREO,"2,250",Colombo,Colombo 7,Cars & Vehicles,Auto Parts & Accessories,,,New,,,,,,
TOYOTA KDH GENUINE FILTER PACKAGE,"5,900",Colombo,Kottawa,Cars & Vehicles,Auto Parts & Accessories,,,New,,,,,,
Toyota Axio 2013,"4,725,000",Puttalam,Marawila,Cars & Vehicles,Cars,Toyota,2013,Used,Automatic,Axio,Saloon,Petrol,"1,500 ","68,000 "
Nissan CARAVAN E25 DIESEL 2007,"4,190,000",Colombo,Rajagiriya,Cars & Vehicles,"Vans, Buses & Lorries",Nissan,2007,Used,,CARAVAN E25 DIESEL,,,,"149,000 "
CAR DVD PLAYER with GOOGLE MAPS,"19,999",Colombo,Kottawa,Cars & Vehicles,Auto Parts & Accessories,,,New,,,,,,
Piaggio Three Wheel,"595,000",Gampaha,Nittambuwa,Cars & Vehicles,Three Wheelers,,,Used,,,,,,
Maruti 800 2004,"975,000",Kandy,Kandy,Cars & Vehicles,Cars,Maruti,2004,Used,Manual,800,,Petrol,796 ,"70,000 "
Suzuki Celerio 2015,"2,500,000",Colombo,Maharagama,Cars & Vehicles,Cars,Suzuki,2015,Used,Automatic,Celerio,Hatchback,Petrol,"1,000 ","42,000 "
TOYOTA RAV4 GENUINE AIR FILTER,"4,500",Colombo,Kottawa,Cars & Vehicles,Auto Parts & Accessories,,,New,,,,,,
SUZUKI EVERY GENUINE AIR FILTER,"2,650",Colombo,Kottawa,Cars & Vehicles,Auto Parts & Accessories,,,New,,,,,,
Suzuki WAGON R FZ 4 WAY 2017,"3,075,000",Colombo,Rajagiriya,Cars & Vehicles,Cars,Suzuki,2017,New,Automatic,WAGON R FZ 4 WAY,Station wagon,"Petrol, Other fuel type",660 ,0 
Nissan Dualis Jeep 2007,"3,975,000",Colombo,Malabe,Cars & Vehicles,Cars,Nissan,2007,Used,Tiptronic,Dualis Jeep,SUV / 4x4,Petrol,"2,000 ","117,000 "
BMW 520d 2007,"6,000,000",Colombo,Mount Lavinia,Cars & Vehicles,Cars,BMW,2007,Used,Tiptronic,520d,Saloon,Diesel,"2,000 ","90,000 "
TOYOTA AXIO GENUINE FILTER PACKAGE,"4,250",Colombo,Kottawa,Cars & Vehicles,Auto Parts & Accessories,,,New,,,,,,
Isuzu 350 ELF 14.5ft 2003,"3,275,000",Kegalle,Mawanella,Cars & Vehicles,"Vans, Buses & Lorries",Isuzu,2003,Used,,350 ELF 14.5ft,,,,"333,500 "
Suzuki GN125 E 2003,"200,000",Colombo,Piliyandala,Cars & Vehicles,Motorbikes & Scooters,Suzuki,2003,Used,,GN125 E,,,125 ,"45,000 "
SUZUKI EVERY GENUINE FILTER PACKAGE,"3,900",Colombo,Kottawa,Cars & Vehicles,Auto Parts & Accessories,,,New,,,,,,
Mercedes-Benz C200 Air Suspension 2014,"11,800,000",Colombo,Dehiwala,Cars & Vehicles,Cars,Mercedes-Benz,2014,Used,Automatic,C200 Air Suspension,,Petrol,"2,000 ","18,000 "
TOYOTA LAND-CRUISER GENUINE AIR FILTER,"5,000",Colombo,Kottawa,Cars & Vehicles,Auto Parts & Accessories,,,New,,,,,,
Land Rover Range Sport 2018,"30,500,000",Colombo,Kohuwala,Cars & Vehicles,Cars,Land Rover,2018,New,Tiptronic,Range Rover Sport,SUV / 4x4,Diesel,"2,000 ",39 
Kia Cerato 2014,"4,950,000",Colombo,Nugegoda,Cars & Vehicles,Cars,Kia,2014,Used,Automatic,Cerato,Saloon,Petrol,"1,500 ","35,000 "
Toyota Prius 2010,"4,150,000",Colombo,Homagama,Cars & Vehicles,Cars,Toyota,2010,Used,Automatic,Prius,Saloon,"Petrol, Other fuel type","1,800 ","72,000 "
Suzuki Celerio 2014,"2,200,000",Colombo,Moratuwa,Cars & Vehicles,Cars,Suzuki,2014,Used,Tiptronic,Celerio,Hatchback,Petrol,"1,000 ","53,000 "
SUZUKI HUSTLER TURBO GENUINE AIR FILTER,"2,600",Colombo,Kottawa,Cars & Vehicles,Auto Parts & Accessories,,,New,,,,,,
Kobelco SK200-6,"4,850,000",Kurunegala,Giriulla,Cars & Vehicles,Heavy Machinery & Tractors,,,Used,,,,,,
Toyota Axio G 2015,"5,500,000",Colombo,Kaduwela,Cars & Vehicles,Cars,Toyota,2015,Used,Other transmission,Axio G,,Petrol,"1,500 ","37,500 "
Toyota land cruiser prado 1990,"5,725,000",Gampaha,Wattala,Cars & Vehicles,Cars,Toyota,1990,Used,Manual,land cruiser prado,SUV / 4x4,Diesel,"2,800 ","230,000 "
Toyota Prius 2011,"4,375,000",Kandy,Kandy,Cars & Vehicles,Cars,Toyota,2011,Used,Automatic,Prius,Saloon,Petrol,"1,800 ","110,000 "
BMW Z4 2010,"12,000,000",Colombo,Rajagiriya,Cars & Vehicles,Cars,BMW,2010,Used,Automatic,Z4,Convertible,Petrol,"3,000 ","22,000 "
Toyota Corolla kE 50 1981,"265,000",Gampaha,Katunayake,Cars & Vehicles,Cars,Toyota,1981,Used,Manual,Corolla kE 50,,Petrol,"1,400 ","19,284 "
Toyota Aqua 2014,"4,025,000",Puttalam,Wennappuwa,Cars & Vehicles,Cars,Toyota,2014,Used,Automatic,Aqua,Hatchback,"Petrol, Other fuel type","1,500 ","38,000 "
Demak dzm 200 2018,"100,000",Colombo,Angoda,Cars & Vehicles,Motorbikes & Scooters,Demak,2018,New,,dzm 200,,,200 ,0 
Bajaj XCD 125 2009,"47,500",Colombo,Colombo 14,Cars & Vehicles,Motorbikes & Scooters,Bajaj,2009,Used,,XCD 125,,,125 ,"33,000 "
Demak dtm 150 2018,"90,000",Colombo,Angoda,Cars & Vehicles,Motorbikes & Scooters,Demak,2018,New,,dtm 150,,,150 ,0 
Honda Fit GP5 S Grade 2014,"4,265,000",Kalutara,Kalutara,Cars & Vehicles,Cars,Honda,2014,Used,Automatic,Fit GP5 S Grade,Hatchback,Petrol,"1,500 ","61,000 "
Demak ex 90 cc 2018,"40,000",Colombo,Angoda,Cars & Vehicles,Motorbikes & Scooters,Demak,2018,New,,ex 90 ,,,90 ,0 
TVS wego 110 2018,"67,000",Colombo,Angoda,Cars & Vehicles,Motorbikes & Scooters,TVS,2018,New,,wego 110,,,110 ,0 
Nissan Vanette 1998,"2,265,000",Gampaha,Mirigama,Cars & Vehicles,"Vans, Buses & Lorries",Nissan,1998,Used,,Vanette,,,,"200,000 "
TVS apachi 180 2018,"99,000",Colombo,Angoda,Cars & Vehicles,Motorbikes & Scooters,TVS,2018,New,,apachi 180,,,180 ,0 
TVS metro 100 2018,"52,000",Colombo,Angoda,Cars & Vehicles,Motorbikes & Scooters,TVS,2018,New,,metro 100,,,100 ,0 
Toyota CR27 Townace 1990,"1,575,000",Colombo,Maharagama,Cars & Vehicles,"Vans, Buses & Lorries",Toyota,1990,Used,,CR27 Townace,,,,"100,000 "
Demak ex 90 cc 2018,"43,000",Colombo,Angoda,Cars & Vehicles,Motorbikes & Scooters,Demak,2018,New,,ex 90 ,,,90 ,0 
TVS wego 110 2018,"55,000",Colombo,Angoda,Cars & Vehicles,Motorbikes & Scooters,TVS,2018,New,,wego 110,,,110 ,0 
Nissan D21 1990,"1,375,000",Matale,Dambulla,Cars & Vehicles,Cars,Nissan,1990,Used,Manual,D21,,Diesel,"2,500 ","250,000 "
Toyota Aqua 2012,"3,575,000",Gampaha,Divulapitiya,Cars & Vehicles,Cars,Toyota,2012,Used,Automatic,Aqua,Hatchback,Other fuel type,"1,500 ","44,300 "
Land Rover Discovery 5 HSE L 2017,"28,500,000",Colombo,Kohuwala,Cars & Vehicles,Cars,Land Rover,2017,Reconditioned,Tiptronic,Discovery 5 HSE L,SUV / 4x4,Diesel,"2,000 ","4,500 "
Toyota Prius 3 gen 2011,"4,200,000",Gampaha,Nittambuwa,Cars & Vehicles,Cars,Toyota,2011,Used,Automatic,Prius 3 gen,,Petrol,"1,500 ","67,200 "
Yamaha FZ-S 2014,"269,000",Kurunegala,Kurunegala,Cars & Vehicles,Motorbikes & Scooters,Yamaha,2014,Used,,YAMAHA FZ-S,,,150 ,"26,880 "
KITO R 2000 2018,"139,000",Colombo,Battaramulla,Cars & Vehicles,Motorbikes & Scooters,Other brand,2018,New,,KITO R 2000,,,75 ,0 
Traveler 2018,"110,000",Colombo,Battaramulla,Cars & Vehicles,Motorbikes & Scooters,Other brand,2018,New,,Traveler 2018,,,50 ,0 
Suzuki VOLTY 2007,"290,000",Colombo,Moratuwa,Cars & Vehicles,Motorbikes & Scooters,Suzuki,2007,Used,,VOLTY,,,250 ,"51,600 "
Mazda Bongo Truck 2004,"1,980,000",Puttalam,Dankotuwa,Cars & Vehicles,"Vans, Buses & Lorries",Mazda,2004,Used,,Bongo Truck,,,,"110,000 "
Perodua Kelisa 2007,"2,150,000",Colombo,Moratuwa,Cars & Vehicles,Cars,Perodua,2007,Used,Manual,Kelisa,Hatchback,Petrol,"1,000 ","130,000 "
BMW Mini Cooper 2007,"4,000,000",Colombo,Moratuwa,Cars & Vehicles,Cars,BMW,2007,Used,Tiptronic,Mini Cooper,Hatchback,Petrol,"1,600 ","30,900 "
Kubota Excavator,"950,000",Galle,Galle,Cars & Vehicles,Heavy Machinery & Tractors,,,Used,,,,,,
KOMATSU PC30-6-10540,"1,650,000",Kurunegala,Kurunegala,Cars & Vehicles,Heavy Machinery & Tractors,,,Used,,,,,,
Hyundai santa fe 2007,"3,790,000",Colombo,Malabe,Cars & Vehicles,Cars,Hyundai,2007,Used,Tiptronic,santa fe,,Diesel,"2,200 ","88,000 "
Nissan Tida 2008,"2,925,000",Colombo,Nugegoda,Cars & Vehicles,Cars,Nissan,2008,Used,Automatic,Tida,Saloon,Petrol,"1,500 ","83,000 "
Wolseley classiccar 1959,"275,000",Anuradhapura,Anuradhapura,Cars & Vehicles,Cars,Other brand,1959,Used,Manual,Wolseley classiar,Saloon,Petrol,"1,000 ","100,008 "
Mitsubishi L200 2W Double CAB 2000,"2,490,000",Kalutara,Horana,Cars & Vehicles,Cars,Mitsubishi,2000,Used,Manual,L200 2W Double CAB,SUV / 4x4,Diesel,"2,800 ","282,000 "
Nissan Single Wheel Truck 2001,"2,040,000",Kandy,Katugastota,Cars & Vehicles,"Vans, Buses & Lorries",Nissan,2001,Used,,Single Wheel Truck,,,,"151,000 "
Maruti Suzuki 2007,"1,025,000",Colombo,Homagama,Cars & Vehicles,Cars,Maruti,2007,Used,Manual,Suzuki,Hatchback,Petrol,800 ,"60,000 "
Nissan Clipper 2008,"1,890,000",Colombo,Maharagama,Cars & Vehicles,"Vans, Buses & Lorries",Nissan,2008,Used,,Clipper,,,,"78,000 "
Toyota IST 2003,"2,290,000",Colombo,Maharagama,Cars & Vehicles,Cars,Toyota,2003,Used,Automatic,IST,Hatchback,Petrol,"1,300 ","125,000 "
Coaster Box Model Bus For Hire,55,Colombo,Rajagiriya,Cars & Vehicles,Auto Services,,,,,,,,,
Hero Pleasure VX-5XXX 2010,"70,000",Gampaha,Delgoda,Cars & Vehicles,Motorbikes & Scooters,Hero,2010,Used,,Pleasure VX-5XXX,,,100 ,"58,000 "
Super Luxury Bus For Tour-35 Seater,110,Colombo,Rajagiriya,Cars & Vehicles,Auto Services,,,,,,,,,
Nissan Pulser 1998,"1,790,000",Colombo,Maharagama,Cars & Vehicles,Cars,Nissan,1998,Used,Automatic,Pulser,Saloon,Petrol,"1,500 ","145,000 "
Toyota Lancruizer V8 1998,"7,700,000",Colombo,Maharagama,Cars & Vehicles,Cars,Toyota,1998,Used,Automatic,Lancruizer V8,SUV / 4x4,Petrol,"3,800 ","125,000 "
Super Luxury Bus For Hire-53 Seater,110,Colombo,Rajagiriya,Cars & Vehicles,Auto Services,,,,,,,,,
Toyota CH-R GT 2017,"7,250,000",Kurunegala,Kurunegala,Cars & Vehicles,Cars,Toyota,2017,Reconditioned,Automatic,CH-R GT,SUV / 4x4,Petrol,"1,200 ","5,000 "
Hino Coaster Bus For Hire,49,Colombo,Rajagiriya,Cars & Vehicles,Auto Services,,,,,,,,,
Nissan Civilian Bus For Tour & Hire,55,Colombo,Piliyandala,Cars & Vehicles,Auto Services,,,,,,,,,
Mitsubishi Rosa Bus For Tour & Hire,55,Colombo,Maharagama,Cars & Vehicles,Auto Services,,,,,,,,,
Suzuki Stingray X 2018,"3,325,000",Colombo,Colombo 5,Cars & Vehicles,Cars,Suzuki,2018,New,Automatic,Stingray X,Hatchback,CNG,660 ,0 
Luxury Rosa Mini Bus For Rent,55,Colombo,Nugegoda,Cars & Vehicles,Auto Services,,,,,,,,,
Tafe Dram Brake,"1,889,000",Badulla,Mahiyanganaya,Cars & Vehicles,Heavy Machinery & Tractors,,,New,,,,,,
Luxury Air Conditioned Coach For Hire,55,Colombo,Dehiwala,Cars & Vehicles,Auto Services,,,,,,,,,
Bajaj PULSAR 150 BCH 2016,"38,000",Kalutara,Bandaragama,Cars & Vehicles,Motorbikes & Scooters,Bajaj,2016,Used,,PULSAR 150 BCH,,,150 ,"15,000 "
Nissan Caravan Seat Set,"46,000",Gampaha,Kadawatha,Cars & Vehicles,Auto Parts & Accessories,,,Reconditioned,,,,,,
Hyundai MATRIX 2002,"1,525,000",Gampaha,Divulapitiya,Cars & Vehicles,Cars,Hyundai,2002,Used,Automatic,MATRIX,,Petrol,"1,600 ","36,700 "
Honda civic ek 3 1997,"2,090,000",Colombo,Maharagama,Cars & Vehicles,Cars,Honda,1997,Used,Automatic,civic ek 3,Saloon,Petrol,"1,500 ","197,000 "
Toyota pirus 2012,"4,950,000",Colombo,Moratuwa,Cars & Vehicles,Cars,Toyota,2012,Used,Automatic,pirus,,Petrol,"1,800 ","570,000 "
Toyota Aqua Limited 2012,"3,700,000",Kurunegala,Polgahawela,Cars & Vehicles,Cars,Toyota,2012,Used,Automatic,Aqua Limited,Hatchback,"Petrol, Other fuel type","1,500 ","100,000 "
Honda civic es 5 2004,"2,890,000",Colombo,Kohuwala,Cars & Vehicles,Cars,Honda,2004,Used,Automatic,civic es 5,Saloon,Petrol,"1,598 ","123,000 "
Toyota cell 1986,"1,700,000",Colombo,Pannipitiya,Cars & Vehicles,"Vans, Buses & Lorries",Toyota,1986,Used,,cell,,,,"63,414 "
Bajaj CT 100 2015,"45,000",Anuradhapura,Anuradhapura,Cars & Vehicles,Motorbikes & Scooters,Bajaj,2015,Used,,CT 100,,,100 ,"21,000 "
Daihatsu MIRA ELITE VIVA 2016,"2,395,000",Colombo,Kottawa,Cars & Vehicles,Cars,Daihatsu,2016,Used,Automatic,MIRA ELITE VIVA,Hatchback,Petrol,660 ,"35,000 "
Hyundai EON 2015,"2,050,000",Colombo,Moratuwa,Cars & Vehicles,Cars,Hyundai,2015,Used,Manual,EON,Hatchback,Petrol,814 ,"26,000 "
BMW X3 2012,"9,400,000",Colombo,Nugegoda,Cars & Vehicles,Cars,BMW,2012,Used,Tiptronic,X3,SUV / 4x4,Diesel,"2,000 ","51,000 "
Toyota Vitz F Grade 2016,"3,600,000",Colombo,Kohuwala,Cars & Vehicles,Cars,Toyota,2016,Reconditioned,Automatic,Vitz F Grade,Hatchback,Petrol,"1,000 ","19,000 "
Land Rover DISCOVERY 4 2015,"18,500,000",Colombo,Kohuwala,Cars & Vehicles,Cars,Land Rover,2015,Used,Automatic,DISCOVERY 4,SUV / 4x4,Diesel,"3,000 ","39,000 "
Toyota VITZ SAFTYSMART LED 2017,"4,290,000",Colombo,Moratuwa,Cars & Vehicles,Cars,Toyota,2017,New,Automatic,VITZ SAFTYSMART LED,Hatchback,Petrol,"1,000 ",0 
Bajaj Discover 125 2005,"55,000",Kandy,Kandy,Cars & Vehicles,Motorbikes & Scooters,Bajaj,2005,Used,,Discover 125,,,125 ,"45,000 "
RENT A CAR | TOYOTA HILUX 4WD,"4,500",Colombo,Colombo 2,Cars & Vehicles,Auto Services,,,,,,,,,
Toyota CR27 1992,"2,350,000",Kalutara,Matugama,Cars & Vehicles,Cars,Toyota,1992,Used,Manual,CR27,MPV,Diesel,"2,000 ","350,000 "
Toyota IST Vios Vitz Belta Aqva Setup,"13,999",Colombo,Nugegoda,Cars & Vehicles,Auto Parts & Accessories,,,New,,,,,,
WAGON R 2018 STINGRAY FZ FX DVD PLAYER,"13,999",Colombo,Kottawa,Cars & Vehicles,Auto Parts & Accessories,,,New,,,,,,
Cushion seats,"7,500",Gampaha,Kelaniya,Cars & Vehicles,Auto Parts & Accessories,,,Used,,,,,,
Push cycle,"7,000",Gampaha,Gampaha,Cars & Vehicles,Push Cycles,,,Used,,,,,,
Wedding car axio 2017,"3,000",Gampaha,Kadawatha,Cars & Vehicles,Auto Services,,,,,,,,,
BOLERO WHEEL LARGE,"21,000",Gampaha,Gampaha,Cars & Vehicles,Auto Parts & Accessories,,,New,,,,,,
Suzuki ( PC ) DA64 EVERY 2007,"2,050,000",Puttalam,Chilaw,Cars & Vehicles,"Vans, Buses & Lorries",Suzuki,2007,Reconditioned,,( PC ) DA64 EVERY,,,,"72,000 "
TVS wego 2015,"140,000",Kalutara,Alutgama,Cars & Vehicles,Motorbikes & Scooters,TVS,2015,Used,,wego,,,110 ,"49,500 "
Mitsubishi Rosa For Rent,60,Kurunegala,Kurunegala,Cars & Vehicles,Auto Services,,,,,,,,,
Dolphin van for hire,35,Colombo,Colombo 15,Cars & Vehicles,Auto Services,,,,,,,,,
Isuzu Freezer Lorry 14.5 2014,"4,200,000",Gampaha,Wattala,Cars & Vehicles,"Vans, Buses & Lorries",Isuzu,2014,Reconditioned,,Freezer Lorry 14.5,,,,"120,000 "
Toyota pirus 2014,"5,290,000",Colombo,Moratuwa,Cars & Vehicles,Cars,Toyota,2014,Used,Automatic,pirus,Saloon,Petrol,"1,800 ","48,000 "
4 stroke three wheeler,"240,000",Kalutara,Matugama,Cars & Vehicles,Three Wheelers,,,Used,,,,,,
Bajaj pulsar 150 BDK 2016,"49,000",Kalutara,Kalutara,Cars & Vehicles,Motorbikes & Scooters,Bajaj,2016,Used,,pulsar 150 BDK,,,150 ,"17,856 "
Toyota Premio 2017,"7,750,000",Colombo,Colombo 8,Cars & Vehicles,Cars,Toyota,2017,Reconditioned,Automatic,Premio,Saloon,Petrol,"1,500 ","4,900 "
Datsun Redi go 2016,"1,790,000",Colombo,Nugegoda,Cars & Vehicles,Cars,Datsun,2016,Used,Manual,Redi go,Hatchback,Petrol,800 ,"12,200 "
Suzuki Wagon R Stingray 2018,"3,375,000",Gampaha,Divulapitiya,Cars & Vehicles,Cars,Suzuki,2018,New,Automatic,Wagon R Stingray,Saloon,Petrol,660 ,10 
March 2007 Car Dvd Player,"13,000",Colombo,Kottawa,Cars & Vehicles,Auto Parts & Accessories,,,New,,,,,,
Three wheel,"155,000",Kalutara,Panadura,Cars & Vehicles,Three Wheelers,,,Used,,,,,,
Micro Tourer 2012,"3,900,000",Gampaha,Wattala,Cars & Vehicles,"Vans, Buses & Lorries",Other brand,2012,Used,,Micro Tourer,,,,"200,000 "
Toyota Vitz 2007,"2,900,000",Kandy,Kandy,Cars & Vehicles,Cars,Toyota,2007,Used,Automatic,Vitz,Hatchback,Petrol,"1,000 ","96,500 "
SUZUKI SPACIA CUSTOMS T 2017,"3,150,000",Colombo,Boralesgamuwa,Cars & Vehicles,Auto Services,,,,,,,,,
Bajaj pulsar 150 BBU 2015,"228,000",Kalutara,Kalutara,Cars & Vehicles,Motorbikes & Scooters,Bajaj,2015,Used,,pulsar 150 BBU,,,150 ,"16,852 "
LED DAY TIME RUNING LIGHT,"1,500",Gampaha,Gampaha,Cars & Vehicles,Auto Parts & Accessories,,,New,,,,,,
Boom 8 Ton,"1,700,000",Gampaha,Ja-Ela,Cars & Vehicles,Auto Parts & Accessories,,,Used,,,,,,
Toyota Prius 2011,"4,450,000",Matara,Matara,Cars & Vehicles,Cars,Toyota,2011,Used,Automatic,Prius,,Petrol,"1,800 ","86,000 "
Toyota Vitz Jewela 2014,"3,560,000",Colombo,Dehiwala,Cars & Vehicles,Cars,Toyota,2014,Used,Automatic,Vitz Jewela,Hatchback,Petrol,"1,000 ","25,000 "
Toyota Vitz jewella 2011,"3,285,000",Kandy,Kandy,Cars & Vehicles,Cars,Toyota,2011,Used,Automatic,Vitz jewella,,Petrol,"1,000 ","51,000 "
Ashok Leyland g45 2007,"725,000",Gampaha,Gampaha,Cars & Vehicles,"Vans, Buses & Lorries",Ashok Leyland,2007,Used,,g45,,,,"25,000 "
TVS parts,"65,000",Kalutara,Wadduwa,Cars & Vehicles,Auto Parts & Accessories,,,Used,,,,,,
අඩු පොලියට බැංකු ණය Wagonr FZ 2018,"345,000",Colombo,Piliyandala,Cars & Vehicles,Auto Services,,,,,,,,,
Yamaha Ray ZR 2016,"190,000",Colombo,Colombo 10,Cars & Vehicles,Motorbikes & Scooters,Yamaha,2016,Used,,Ray ZR,,,115 ,"25,000 "
Suzuki Wagon R FX 2017,"2,725,000",Gampaha,Gampaha,Cars & Vehicles,Cars,Suzuki,2017,Reconditioned,Automatic,Wagon R FX,Hatchback,"Petrol, Other fuel type",650 ,"13,469 "
Suzuki alto japan 2003,"1,740,000",Kandy,Peradeniya,Cars & Vehicles,Cars,Suzuki,2003,Used,Automatic,alto japan,Hatchback,Petrol,660 ,"85,000 "
Hero Honda Pleasure 2011,"83,000",Kurunegala,Kurunegala,Cars & Vehicles,Motorbikes & Scooters,Hero,2011,Used,,Honda Pleasure,,,100 ,"16,587 "
Toyota Axio Hybrid G grade 2015,"5,650,000",Colombo,Colombo 7,Cars & Vehicles,Cars,Toyota,2015,Used,Automatic,Axio Hybrid G grade,Saloon,Other fuel type,"1,500 ","58,000 "
Honda Grace 2015,"4,950,000",Kurunegala,Kurunegala,Cars & Vehicles,Cars,Honda,2015,Used,Automatic,Grace,Saloon,Other fuel type,"1,500 ","47,000 "
බජාජ් 2018 New 2018👈🤘,"200,000",Kurunegala,Kurunegala,Cars & Vehicles,Three Wheelers,,,New,,,,,,
2018 Brandnew 👉Dilru - DPMC 👈,"205,000",Kegalle,Warakapola,Cars & Vehicles,Three Wheelers,,,New,,,,,,
Suzuki Wagon R Stingray 2018,"3,325,000",Kurunegala,Nikaweratiya,Cars & Vehicles,Cars,Suzuki,2018,New,Automatic,Wagon R  Stingray,Hatchback,Petrol,660 ,0 
Toyota aqua 2013,"3,895,000",Gampaha,Kadawatha,Cars & Vehicles,Cars,Toyota,2013,Used,Automatic,aqua,Hatchback,Petrol,"1,500 ","59,000 "
Suzuki Wagon R Stingray T 2017,"3,550,000",Kandy,Kandy,Cars & Vehicles,Cars,Suzuki,2017,New,Automatic,Wagon R Stingray T,Hatchback,Petrol,660 ,290 
Suzuki Swift dzire 2012,"2,750,000",Colombo,Piliyandala,Cars & Vehicles,Cars,Suzuki,2012,Used,Automatic,Swift dzire,,Petrol,"1,200 ","83,000 "
Honda XR250 2008,"600,000",Nuwara Eliya,Nuwara Eliya,Cars & Vehicles,Motorbikes & Scooters,Honda,2008,Used,,XR250,,,250 ,"38,000 "
Maruti Suzuki 800 2006,"1,075,000",Colombo,Nugegoda,Cars & Vehicles,Cars,Maruti,2006,Used,Manual,Suzuki 800,,Petrol,800 ,"74,000 "
